ENCUESTA ANUAL LABORAL,,,,EAL
,,,,Volver al índice
"EAL-21. EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",,,,
Año 2020. Porcentaje sobre el total de empresas formadoras en cada categoría.,,,,
,TOTAL,INDUSTRIA,CONSTRUCCIÓN,SERVICIOS
De dirección,15.275112566003186,16.199311265724926,12.525354969574037,15.581088992974239
De trabajo en equipo,21.72680638647452,18.191721132897605,19.94283606859672,23.00021955503513
De atención al público/ trato a clientes,18.633906510642035,8.18750439243798,5.983772819472617,23.86380269320843
Administrativas de oficina,11.114246654375338,10.552393000210836,11.778535865756961,11.129610655737705
Técnicas específicas del puesto de trabajo,53.49299519634772,66.27310422376836,66.74810990226811,47.535494730679154
"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",11.671119138101867,10.963525195024246,9.704038355153974,12.245682084309134
En lenguas extranjeras,9.327614102419385,11.33248998524141,3.4621058454729856,9.969628220140516
Generales de tecnologías de la información ,11.85862462530258,10.815939278937382,8.828139406232712,12.731447599531617
Profesionales de tecnologías de la información ,4.75160226260802,3.7037037037037037,2.1067674718790337,5.549253512880562
De cálculo o lingüísticas,0.5938718942443968,0.5903436643474594,0.06453992255209294,0.700746487119438
De comunicación oral o escrita,1.3909269920106357,0.9944479583948275,0.8113590263691683,1.6091554449648713
Otras ,16.35185812293838,15.50003513950383,14.212612944864466,16.999048594847775
(1) Una empresa puede haber señalado de una a tres competencias.,,,,
