Puntos turísticos;Viajeros y pernoctaciones;Residencia;Periodo;Total
07024 Formentera;Viajero;Residentes en España;2010M03;""
07024 Formentera;Viajero;Residentes en España;2010M02;""
07024 Formentera;Viajero;Residentes en España;2010M01;""
07024 Formentera;Viajero;Residentes en España;2009M12;""
07024 Formentera;Viajero;Residentes en España;2009M11;""
07024 Formentera;Viajero;Residentes en España;2009M10;""
07024 Formentera;Viajero;Residentes en España;2009M09;""
07024 Formentera;Viajero;Residentes en España;2009M08;""
07024 Formentera;Viajero;Residentes en España;2009M07;""
07024 Formentera;Viajero;Residentes en España;2009M06;""
07024 Formentera;Viajero;Residentes en España;2009M05;""
07024 Formentera;Viajero;Residentes en España;2009M04;""
07024 Formentera;Viajero;Residentes en España;2009M03;""
07024 Formentera;Viajero;Residentes en España;2009M02;""
07024 Formentera;Viajero;Residentes en España;2009M01;""
07024 Formentera;Viajero;Residentes en España;2008M12;""
07024 Formentera;Viajero;Residentes en España;2008M11;""
07024 Formentera;Viajero;Residentes en España;2008M10;""
07024 Formentera;Viajero;Residentes en España;2008M09;""
07024 Formentera;Viajero;Residentes en España;2008M08;""
07024 Formentera;Viajero;Residentes en España;2008M07;""
07024 Formentera;Viajero;Residentes en España;2008M06;""
07024 Formentera;Viajero;Residentes en España;2008M05;""
07024 Formentera;Viajero;Residentes en España;2008M04;""
07024 Formentera;Viajero;Residentes en España;2008M03;""
07024 Formentera;Viajero;Residentes en España;2008M02;""
07024 Formentera;Viajero;Residentes en España;2008M01;""
07024 Formentera;Viajero;Residentes en España;2007M12;""
07024 Formentera;Viajero;Residentes en España;2007M11;""
07024 Formentera;Viajero;Residentes en España;2007M10;""
07024 Formentera;Viajero;Residentes en España;2007M09;""
07024 Formentera;Viajero;Residentes en España;2007M08;""
07024 Formentera;Viajero;Residentes en España;2007M07;""
07024 Formentera;Viajero;Residentes en España;2007M06;""
07024 Formentera;Viajero;Residentes en España;2007M05;""
07024 Formentera;Viajero;Residentes en España;2007M04;""
07024 Formentera;Viajero;Residentes en España;2007M03;""
07024 Formentera;Viajero;Residentes en España;2007M02;""
07024 Formentera;Viajero;Residentes en España;2007M01;""
07024 Formentera;Viajero;Residentes en España;2006M12;""
07024 Formentera;Viajero;Residentes en España;2006M11;""
07024 Formentera;Viajero;Residentes en España;2006M10;""
07024 Formentera;Viajero;Residentes en España;2006M09;""
07024 Formentera;Viajero;Residentes en España;2006M08;""
07024 Formentera;Viajero;Residentes en España;2006M07;""
07024 Formentera;Viajero;Residentes en España;2006M06;""
07024 Formentera;Viajero;Residentes en España;2006M05;""
07024 Formentera;Viajero;Residentes en España;2006M04;""
07024 Formentera;Viajero;Residentes en España;2006M03;""
07024 Formentera;Viajero;Residentes en España;2006M02;""
07024 Formentera;Viajero;Residentes en España;2006M01;""
07024 Formentera;Viajero;Residentes en España;2005M12;""
07024 Formentera;Viajero;Residentes en España;2005M11;""
07024 Formentera;Viajero;Residentes en España;2005M10;""
07024 Formentera;Viajero;Residentes en España;2005M09;""
07024 Formentera;Viajero;Residentes en España;2005M08;""
07024 Formentera;Viajero;Residentes en España;2005M07;""
07024 Formentera;Viajero;Residentes en España;2005M06;""
07024 Formentera;Viajero;Residentes en España;2005M05;""
07024 Formentera;Viajero;Residentes en España;2005M04;""
07024 Formentera;Viajero;Residentes en España;2005M03;""
07024 Formentera;Viajero;Residentes en España;2005M02;""
07024 Formentera;Viajero;Residentes en España;2005M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2026M05;12.533
07024 Formentera;Viajero;Residentes en el Extranjero;2026M04;.
07024 Formentera;Viajero;Residentes en el Extranjero;2026M03;.
07024 Formentera;Viajero;Residentes en el Extranjero;2026M02;.
07024 Formentera;Viajero;Residentes en el Extranjero;2026M01;.
07024 Formentera;Viajero;Residentes en el Extranjero;2025M12;.
07024 Formentera;Viajero;Residentes en el Extranjero;2025M11;.
07024 Formentera;Viajero;Residentes en el Extranjero;2025M10;7.708
07024 Formentera;Viajero;Residentes en el Extranjero;2025M09;18.891
07024 Formentera;Viajero;Residentes en el Extranjero;2025M08;22.836
07024 Formentera;Viajero;Residentes en el Extranjero;2025M07;20.247
07024 Formentera;Viajero;Residentes en el Extranjero;2025M06;14.877
07024 Formentera;Viajero;Residentes en el Extranjero;2025M05;10.433
07024 Formentera;Viajero;Residentes en el Extranjero;2025M04;.
07024 Formentera;Viajero;Residentes en el Extranjero;2025M03;.
07024 Formentera;Viajero;Residentes en el Extranjero;2025M02;.
07024 Formentera;Viajero;Residentes en el Extranjero;2025M01;.
07024 Formentera;Viajero;Residentes en el Extranjero;2024M12;.
07024 Formentera;Viajero;Residentes en el Extranjero;2024M11;.
07024 Formentera;Viajero;Residentes en el Extranjero;2024M10;7.810
07024 Formentera;Viajero;Residentes en el Extranjero;2024M09;15.925
07024 Formentera;Viajero;Residentes en el Extranjero;2024M08;21.052
07024 Formentera;Viajero;Residentes en el Extranjero;2024M07;19.176
07024 Formentera;Viajero;Residentes en el Extranjero;2024M06;15.711
07024 Formentera;Viajero;Residentes en el Extranjero;2024M05;9.817
07024 Formentera;Viajero;Residentes en el Extranjero;2024M04;825
07024 Formentera;Viajero;Residentes en el Extranjero;2024M03;.
07024 Formentera;Viajero;Residentes en el Extranjero;2024M02;.
07024 Formentera;Viajero;Residentes en el Extranjero;2024M01;.
07024 Formentera;Viajero;Residentes en el Extranjero;2023M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2023M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2022M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2021M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2020M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2019M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2018M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2017M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2016M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2015M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2014M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2013M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2012M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2011M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2010M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M11;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M10;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M09;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M08;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M07;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M06;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M05;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M04;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M03;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M02;""
07024 Formentera;Viajero;Residentes en el Extranjero;2009M01;""
07024 Formentera;Viajero;Residentes en el Extranjero;2008M12;""
07024 Formentera;Viajero;Residentes en el Extranjero;2008M11;""
