anio,tabla,pregunta,ambito,categoria,TOTAL,INDUSTRIA,CONSTRUCCIÓN,SERVICIOS
2020,EAL-19,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR TAMAÑO DE LA EMPRESA",total_empresas,TOTAL,60.47375814898975,64.70693034028149,63.4570159393781,58.98422417748141
2020,EAL-19,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR TAMAÑO DE LA EMPRESA",total_empresas,De 5 a 9 trabajadores,50.10502574524906,51.463644948064214,55.44191431879583,48.95968143354903
2020,EAL-19,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR TAMAÑO DE LA EMPRESA",total_empresas,De 10 a 49 trabajadores,68.2886294813714,68.04012601558614,70.99553487202063,67.85462575764694
2020,EAL-19,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR TAMAÑO DE LA EMPRESA",total_empresas,De 50 a 249 trabajadores,90.47441364605544,93.40178741205553,91.21311475409836,89.09485637942552
2020,EAL-19,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR TAMAÑO DE LA EMPRESA",total_empresas,De 250 a 499 trabajadores,96.16330545991146,99.6904024767802,95.16129032258064,94.49056603773585
2020,EAL-19,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN SECTOR DE ACTIVIDAD, POR TAMAÑO DE LA EMPRESA",total_empresas,Más de 499 trabajadores,98.11912225705328,98.9100817438692,100.0,97.78534923339012
